x,y
16.100000,-6.151350
16.200000,-7.653236
16.300000,-9.096252
16.400000,-10.464950
16.500000,-11.744458
16.600000,-12.920645
16.700000,-13.980268
16.800000,-14.911126
16.900000,-15.702196
17.000000,-16.343757
17.100000,-16.827512
17.200000,-17.146681
17.300000,-17.296098
17.400000,-17.272273
17.500000,-17.073455
17.600000,-16.699663
17.700000,-16.152709
17.800000,-15.436199
17.900000,-14.555512
18.000000,-13.517770
18.100000,-12.331779
18.200000,-11.007957
18.300000,-9.558247
18.400000,-7.996007
18.500000,-6.335891
18.600000,-4.593710
18.700000,-2.786282
18.800000,-0.931270
18.900000,0.952989
19.000000,2.847667
19.100000,4.733633
19.200000,6.591647
19.300000,8.402551
19.400000,10.147476
19.500000,11.808027
19.600000,13.366487
19.700000,14.805996
19.800000,16.110740
19.900000,17.266118
20.000000,18.258905
20.100000,19.077404
20.200000,19.711574
20.300000,20.153158
20.400000,20.395775
20.500000,20.435011
20.600000,20.268478
20.700000,19.895861
20.800000,19.318941
20.900000,18.541592
21.000000,17.569768
21.100000,16.411457
21.200000,15.076618
21.300000,13.577101
21.400000,11.926542
21.500000,10.140239
21.600000,8.235011
21.700000,6.229043
21.800000,4.141710
21.900000,1.993391
22.000000,-0.194729
22.100000,-2.400869
22.200000,-4.602869
22.300000,-6.778411
22.400000,-8.905247
22.500000,-10.961427
22.600000,-12.925520
22.700000,-14.776844
22.800000,-16.495680
22.900000,-18.063481
23.000000,-19.463069
23.100000,-20.678828
23.200000,-21.696870
23.300000,-22.505194
23.400000,-23.093824
23.500000,-23.454928
23.600000,-23.582913
23.700000,-23.474507
23.800000,-23.128803
23.900000,-22.547295
24.000000,-21.733881
24.100000,-20.694839
24.200000,-19.438789
24.300000,-17.976620
24.400000,-16.321400
24.500000,-14.488259
24.600000,-12.494256
24.700000,-10.358215
24.800000,-8.100551
24.900000,-5.743078
25.000000,-3.308794
25.100000,-0.821658
25.200000,1.693643
25.300000,4.211944
25.400000,6.707848
25.500000,9.155988
25.600000,11.531279
25.700000,13.809180
25.800000,15.965944
25.900000,17.978865
26.000000,19.826520
26.100000,21.488991
26.200000,22.948084
26.300000,24.187522
26.400000,25.193126
26.500000,25.952978
26.600000,26.457551
26.700000,26.699833
26.800000,26.675410
26.900000,26.382531
27.000000,25.822150
27.100000,24.997929
27.200000,23.916227
27.300000,22.586052
27.400000,21.018988
27.500000,19.229101
27.600000,17.232809
27.700000,15.048736
27.800000,12.697538
27.900000,10.201708
28.000000,7.585362
28.100000,4.874006
28.200000,2.094286
28.300000,-0.726271
28.400000,-3.559532
28.500000,-6.377036
28.600000,-9.150283
28.700000,-11.851021
28.800000,-14.451532
28.900000,-16.924919
29.000000,-19.245383
29.100000,-21.388489
29.200000,-23.331427
29.300000,-25.053252
29.400000,-26.535105
29.500000,-27.760427
29.600000,-28.715130
29.700000,-29.387766
29.800000,-29.769658
29.900000,-29.855001
30.000000,-29.640949
30.100000,-29.127654
30.200000,-28.318291
30.300000,-27.219043
30.400000,-25.839059
30.500000,-24.190381
30.600000,-22.287839
30.700000,-20.148924
30.800000,-17.793623
30.900000,-15.244237
31.000000,-12.525167
31.100000,-9.662686
31.200000,-6.684679
31.300000,-3.620379
31.400000,-0.500072
31.500000,2.645195
31.600000,5.783929
31.700000,8.884501
31.800000,11.915468
31.900000,14.845892
32.000000,17.645654
32.100000,20.285762
32.200000,22.738657
32.300000,24.978491
32.400000,26.981407
32.500000,28.725789
32.600000,30.192491
32.700000,31.365050
32.800000,32.229866
32.900000,32.776359
33.000000,32.997091
33.100000,32.887862
33.200000,32.447771
33.300000,31.679247
33.400000,30.588041
33.500000,29.183190
33.600000,27.476946
33.700000,25.484670
33.800000,23.224695
33.900000,20.718159
34.000000,17.988811
34.100000,15.062782
34.200000,11.968337
34.300000,8.735604
34.400000,5.396280
34.500000,1.983318
34.600000,-1.469394
34.700000,-4.927373
34.800000,-8.355884
34.900000,-11.720288
35.000000,-14.986393
35.100000,-18.120804
35.200000,-21.091257
35.300000,-23.866960
35.400000,-26.418902
35.500000,-28.720166
35.600000,-30.746204
35.700000,-32.475100
35.800000,-33.887809
35.900000,-34.968360
36.000000,-35.704039
36.100000,-36.085529
36.200000,-36.107030
36.300000,-35.766331
36.400000,-35.064856
36.500000,-34.007666
36.600000,-32.603432
36.700000,-30.864362
36.800000,-28.806102
36.900000,-26.447596
37.000000,-23.810911
37.100000,-20.921032
37.200000,-17.805628
37.300000,-14.494785
37.400000,-11.020718
37.500000,-7.417455
37.600000,-3.720507
37.700000,0.033484
37.800000,3.807106
37.900000,7.562555
38.000000,11.262006
38.100000,14.868001
38.200000,18.343823
38.300000,21.653873
38.400000,24.764035
38.500000,27.642022
38.600000,30.257717
38.700000,32.583485
38.800000,34.594463
38.900000,36.268825
39.000000,37.588020
39.100000,38.536972
39.200000,39.104251
39.300000,39.282208
39.400000,39.067069
39.500000,38.458995
39.600000,37.462098
39.700000,36.084420
39.800000,34.337874
39.900000,32.238139
40.000000,29.804526
40.100000,27.059801
40.200000,24.029967
40.300000,20.744027
40.400000,17.233701
40.500000,13.533123
40.600000,9.678507
40.700000,5.707796
40.800000,1.660285
40.900000,-2.423765
41.000000,-6.503529
41.100000,-10.538026
41.200000,-14.486530
41.300000,-18.308981
41.400000,-21.966392
41.500000,-25.421246
41.600000,-28.637882
41.700000,-31.582860
41.800000,-34.225310
41.900000,-36.537255
42.000000,-38.493905
42.100000,-40.073923
42.200000,-41.259655
42.300000,-42.037326
42.400000,-42.397196
42.500000,-42.333676
42.600000,-41.845408
42.700000,-40.935293
42.800000,-39.610485
42.900000,-37.882338
43.000000,-35.766314
43.100000,-33.281841
43.200000,-30.452140
43.300000,-27.304009
43.400000,-23.867568
43.500000,-20.175975
43.600000,-16.265101
43.700000,-12.173186
43.800000,-7.940464
43.900000,-3.608768
44.000000,0.778885
44.100000,5.178719
44.200000,9.546637
44.300000,13.838664
44.400000,18.011387
44.500000,22.022397
44.600000,25.830716
44.700000,29.397220
44.800000,32.685038
44.900000,35.659933
45.000000,38.290659
45.100000,40.549286
45.200000,42.411498
45.300000,43.856853
45.400000,44.869005
45.500000,45.435885
45.600000,45.549844
45.700000,45.207748
45.800000,44.411029
45.900000,43.165689
46.000000,41.482264
46.100000,39.375732
46.200000,36.865388
46.300000,33.974662
46.400000,30.730908
46.500000,27.165141
46.600000,23.311744
46.700000,19.208135
46.800000,14.894405
46.900000,10.412926
47.000000,5.807937
47.100000,1.125103
47.200000,-3.588934
47.300000,-8.287020
47.400000,-12.921963
47.500000,-17.447004
47.600000,-21.816292
47.700000,-25.985344
47.800000,-29.911503
47.900000,-33.554371
48.000000,-36.876224
48.100000,-39.842403
48.200000,-42.421676
48.300000,-44.586566
48.400000,-46.313638
48.500000,-47.583759
48.600000,-48.382302
48.700000,-48.699312
48.800000,-48.529629
48.900000,-47.872955
49.000000,-46.733880
49.100000,-45.121853
49.200000,-43.051111
49.300000,-40.540551
49.400000,-37.613561
49.500000,-34.297805
49.600000,-30.624960
49.700000,-26.630415
49.800000,-22.352928
49.900000,-17.834256
50.000000,-13.118743
50.100000,-8.252884
50.200000,-3.284871
50.300000,1.735888
50.400000,6.759256
50.500000,11.734875
50.600000,16.612663
50.700000,21.343322
50.800000,25.878838
50.900000,30.172962
51.000000,34.181688
51.100000,37.863700
51.200000,41.180800
51.300000,44.098298
51.400000,46.585383
51.500000,48.615439
51.600000,50.166335
51.700000,51.220659
51.800000,51.765915
51.900000,51.794668
52.000000,51.304635
52.100000,50.298728
52.200000,48.785048
52.300000,46.776820
52.400000,44.292284
52.500000,41.354524
52.600000,37.991264
52.700000,34.234598
52.800000,30.120691
52.900000,25.689429
53.000000,20.984033
53.100000,16.050636
53.200000,10.937834
53.300000,5.696204
53.400000,0.377808
53.500000,-4.964330
53.600000,-10.276746
53.700000,-15.506077
53.800000,-20.599592
53.900000,-25.505728
54.000000,-30.174609
54.100000,-34.558553
54.200000,-38.612562
54.300000,-42.294779
54.400000,-45.566923
54.500000,-48.394683
54.600000,-50.748082
54.700000,-52.601790
54.800000,-53.935395
54.900000,-54.733628
55.000000,-54.986535
55.100000,-54.689592
55.200000,-53.843776
55.300000,-52.455572
55.400000,-50.536929
55.500000,-48.105156
55.600000,-45.182775
55.700000,-41.797307
55.800000,-37.981016
55.900000,-33.770604
56.000000,-29.206856
56.100000,-24.334247
56.200000,-19.200507
56.300000,-13.856157
56.400000,-8.354009
56.500000,-2.748643
56.600000,2.904129
56.700000,8.547824
56.800000,14.125851
56.900000,19.582076
57.000000,24.861391
57.100000,29.910266
57.200000,34.677296
57.300000,39.113721
57.400000,43.173926
57.500000,46.815909
57.600000,50.001715
57.700000,52.697833
57.800000,54.875543
57.900000,56.511226
58.000000,57.586614
58.100000,58.088995
58.200000,58.011358
58.300000,57.352486
58.400000,56.116980
58.500000,54.315245
58.600000,51.963393
58.700000,49.083111
58.800000,45.701455
58.900000,41.850602
59.000000,37.567542
59.100000,32.893724
59.200000,27.874654
59.300000,22.559455
59.400000,17.000385
59.500000,11.252320
59.600000,5.372219
59.700000,-0.581444
59.800000,-6.549263
59.900000,-12.471491
60.000000,-18.288637
60.100000,-23.942066
60.200000,-29.374587
60.300000,-34.531036
60.400000,-39.358830
60.500000,-43.808509
60.600000,-47.834239
60.700000,-51.394284
60.800000,-54.451438
60.900000,-56.973414
61.000000,-58.933184
61.100000,-60.309267
61.200000,-61.085961
61.300000,-61.253523
61.400000,-60.808282
61.500000,-59.752700
61.600000,-58.095363
61.700000,-55.850918
61.800000,-53.039944
61.900000,-49.688764
62.000000,-45.829203
62.100000,-41.498285
62.200000,-36.737875
62.300000,-31.594281
62.400000,-26.117799
62.500000,-20.362222
62.600000,-14.384316
62.700000,-8.243254
62.800000,-2.000035
62.900000,4.283125
63.000000,10.543409
63.100000,16.718032
63.200000,22.744867
63.300000,28.563072
63.400000,34.113703
63.500000,39.340310
63.600000,44.189516
63.700000,48.611554
63.800000,52.560785
63.900000,55.996164
64.000000,58.881666
64.100000,61.186667
64.200000,62.886262
64.300000,63.961536
64.400000,64.399774
64.500000,64.194604
64.600000,63.346081
64.700000,61.860711
64.800000,59.751399
64.900000,57.037344
65.000000,53.743864
65.100000,49.902164
65.200000,45.549035
65.300000,40.726508
65.400000,35.481449
65.500000,29.865098
65.600000,23.932574
65.700000,17.742333
65.800000,11.355592
65.900000,4.835723
66.000000,-1.752376
66.100000,-8.342926
66.200000,-14.869923
66.300000,-21.267801
66.400000,-27.472089
66.500000,-33.420064
66.600000,-39.051378
66.700000,-44.308678
66.800000,-49.138184
66.900000,-53.490244
67.000000,-57.319839
67.100000,-60.587051
67.200000,-63.257478
67.300000,-65.302596
67.400000,-66.700060
67.500000,-67.433950
67.600000,-67.494945
67.700000,-66.880440
67.800000,-65.594590
67.900000,-63.648290
68.000000,-61.059082
68.100000,-57.851005
68.200000,-54.054364
68.300000,-49.705456
68.400000,-44.846213
68.500000,-39.523806
68.600000,-33.790182
68.700000,-27.701561
68.800000,-21.317884
68.900000,-14.702221
69.000000,-7.920152
69.100000,-1.039113
69.200000,5.872273
69.300000,12.744880
69.400000,19.509771
69.500000,26.098888
69.600000,32.445739
69.700000,38.486067
69.800000,44.158502
69.900000,49.405182
70.000000,54.172348
70.100000,58.410886
70.200000,62.076842
70.300000,65.131869
70.400000,67.543635
70.500000,69.286157
70.600000,70.340083
70.700000,70.692907
70.800000,70.339107
70.900000,69.280228
71.000000,67.524880
71.100000,65.088676
71.200000,61.994092
71.300000,58.270264
71.400000,53.952712
71.500000,49.083005
71.600000,43.708357
71.700000,37.881176
71.800000,31.658546
71.900000,25.101673
72.000000,18.275282
72.100000,11.246978
72.200000,4.086575
72.300000,-3.134594
72.400000,-10.344391
72.500000,-17.470592
72.600000,-24.441611
72.700000,-31.187218
72.800000,-37.639250
72.900000,-43.732293
73.000000,-49.404353
73.100000,-54.597480
73.200000,-59.258364
73.300000,-63.338880
73.400000,-66.796584
73.500000,-69.595155
73.600000,-71.704776
73.700000,-73.102449
73.800000,-73.772243
73.900000,-73.705478
74.000000,-72.900823
74.100000,-71.364339
74.200000,-69.109431
74.300000,-66.156737
74.400000,-62.533937
74.500000,-58.275502
74.600000,-53.422357
74.700000,-48.021498
74.800000,-42.125530
74.900000,-35.792157
75.000000,-29.083623
75.100000,-22.066090
75.200000,-14.808994
75.300000,-7.384356
75.400000,0.133934
75.500000,7.670853
75.600000,15.150990
75.700000,22.499305
75.800000,29.641880
75.900000,36.506659
76.000000,43.024180
76.100000,49.128278
76.200000,54.756751
76.300000,59.851997
76.400000,64.361606
76.500000,68.238894
76.600000,71.443386
76.700000,73.941241
76.800000,75.705607
76.900000,76.716906
77.000000,76.963052
77.100000,76.439591
77.200000,75.149762
77.300000,73.104491
77.400000,70.322295
77.500000,66.829121
77.600000,62.658102
77.700000,57.849244
77.800000,52.449047
77.900000,46.510048
78.000000,40.090320
78.100000,33.252894
78.200000,26.065150
78.300000,18.598147
78.400000,10.925922
78.500000,3.124757
78.600000,-4.727581
78.700000,-12.552612
78.800000,-20.271933
78.900000,-27.807998
79.000000,-35.084901
79.100000,-42.029136
79.200000,-48.570345
79.300000,-54.642026
79.400000,-60.182213
79.500000,-65.134103
79.600000,-69.446642
79.700000,-73.075052
79.800000,-75.981290
79.900000,-78.134451
80.000000,-79.511092
80.100000,-80.095489
80.200000,-79.879810
80.300000,-78.864217
80.400000,-77.056879
80.500000,-74.473916
80.600000,-71.139255
80.700000,-67.084408
80.800000,-62.348177
80.900000,-56.976284
81.000000,-51.020928
81.100000,-44.540279
81.200000,-37.597913
81.300000,-30.262184
81.400000,-22.605553
81.500000,-14.703873
81.600000,-6.635639
81.700000,1.518798
81.800000,9.678022
81.900000,17.760373
82.000000,25.684760
82.100000,33.371475
82.200000,40.742997
82.300000,47.724769
82.400000,54.245958
82.500000,60.240168
82.600000,65.646122
82.700000,70.408279
82.800000,74.477414
82.900000,77.811120
83.000000,80.374250
83.100000,82.139290
83.200000,83.086649
83.300000,83.204876
83.400000,82.490793
83.500000,80.949548
83.600000,78.594586
83.700000,75.447527
83.800000,71.537977
83.900000,66.903244
84.000000,61.587987
84.100000,55.643786
84.200000,49.128638
84.300000,42.106399
84.400000,34.646148
84.500000,26.821518
84.600000,18.709961
84.700000,10.391989
84.800000,1.950368
84.900000,-6.530703
85.000000,-14.966428
85.100000,-23.272268
85.200000,-31.364785
85.300000,-39.162480
85.400000,-46.586614
85.500000,-53.562005
85.600000,-60.017785
85.700000,-65.888123
85.800000,-71.112897
85.900000,-75.638307
86.000000,-79.417426
86.100000,-82.410695
86.200000,-84.586325
86.300000,-85.920642
86.400000,-86.398338
86.500000,-86.012647
86.600000,-84.765430
86.700000,-82.667176
86.800000,-79.736920
86.900000,-76.002070
87.000000,-71.498152
87.100000,-66.268471
87.200000,-60.363701
87.300000,-53.841387
87.400000,-46.765391
87.500000,-39.205262
87.600000,-31.235558
87.700000,-22.935103
87.800000,-14.386217
87.900000,-5.673891
88.000000,3.115051
88.100000,11.892822
88.200000,20.571549
88.300000,29.064147
88.400000,37.285200
88.500000,45.151816
88.600000,52.584462
88.700000,59.507771
88.800000,65.851305
88.900000,71.550269
89.000000,76.546177
89.100000,80.787447
89.200000,84.229938
89.300000,86.837402
89.400000,88.581872
89.500000,89.443957
89.600000,89.413053
89.700000,88.487475
89.800000,86.674487
89.900000,83.990255
90.000000,80.459700
90.100000,76.116271
90.200000,71.001630
90.300000,65.165250
90.400000,58.663938
90.500000,51.561284
90.600000,43.927038
90.700000,35.836424
90.800000,27.369402
90.900000,18.609877
91.000000,9.644864
91.100000,0.563628
91.200000,-8.543206
91.300000,-17.584557
91.400000,-26.469802
91.500000,-35.109681
91.600000,-43.417194
91.700000,-51.308478
91.800000,-58.703653
91.900000,-65.527631
92.000000,-71.710878
92.100000,-77.190122
92.200000,-81.909000
92.300000,-85.818636
92.400000,-88.878151
92.500000,-91.055085
92.600000,-92.325742
92.700000,-92.675446
92.800000,-92.098709
92.900000,-90.599301
93.000000,-88.190239
93.100000,-84.893672
93.200000,-80.740678
93.300000,-75.770977
93.400000,-70.032547
93.500000,-63.581164
93.600000,-56.479859
93.700000,-48.798304
93.800000,-40.612128
93.900000,-32.002171
94.000000,-23.053687
94.100000,-13.855501
94.200000,-4.499127
94.300000,4.922145
94.400000,14.314176
94.500000,23.582920
94.600000,32.635367
94.700000,41.380472
94.800000,49.730078
94.900000,57.599795
95.000000,64.909863
95.100000,71.585952
95.200000,77.559922
95.300000,82.770517
95.400000,87.163993
95.500000,90.694671
95.600000,93.325411
95.700000,95.028005
95.800000,95.783472
95.900000,95.582273
96.000000,94.424424
96.100000,92.319514
96.200000,89.286633
96.300000,85.354197
96.400000,80.559685
96.500000,74.949281
96.600000,68.577432
96.700000,61.506317
96.800000,53.805244
96.900000,45.549969
97.000000,36.821951
97.100000,27.707547
97.200000,18.297163
97.300000,8.684349
97.400000,-1.035122
97.500000,-10.764217
97.600000,-20.405604
97.700000,-29.862630
97.800000,-39.040289
97.900000,-47.846178
98.000000,-56.191423
98.100000,-63.991581
98.200000,-71.167490
98.300000,-77.646075
98.400000,-83.361090
98.500000,-88.253798
98.600000,-92.273570
98.700000,-95.378412
98.800000,-97.535401
98.900000,-98.721032
99.000000,-98.921477
99.100000,-98.132735
99.200000,-96.360701
99.300000,-93.621120
99.400000,-89.939452
99.500000,-85.350637
99.600000,-79.898764
99.700000,-73.636648
99.800000,-66.625318
99.900000,-58.933424
100.000000,-50.636564
